texto,etiqueta,label
"Según el INEI, el 35% de hogares no tiene agua potable #9",logos,2
Ellos siempre han estado en contra del pueblo #178,framing_binario,1
Ellos siempre han estado en contra del pueblo #205,framing_binario,1
Ellos siempre han estado en contra del pueblo #117,framing_binario,1
"No le crean, es un ignorante sin estudios #92",ad_hominem,0
Ellos siempre han estado en contra del pueblo #90,framing_binario,1
Juntos lograremos lo imposible con esperanza #148,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #65",logos,2
Ellos siempre han estado en contra del pueblo #96,framing_binario,1
Juntos lograremos lo imposible con esperanza #27,retorica_vacia,3
"No le crean, es un ignorante sin estudios #242",ad_hominem,0
"No le crean, es un ignorante sin estudios #14",ad_hominem,0
Ellos siempre han estado en contra del pueblo #66,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #101",logos,2
Ellos siempre han estado en contra del pueblo #138,framing_binario,1
Ellos siempre han estado en contra del pueblo #24,framing_binario,1
"No le crean, es un ignorante sin estudios #167",ad_hominem,0
Juntos lograremos lo imposible con esperanza #91,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #243,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #147",logos,2
Juntos lograremos lo imposible con esperanza #69,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #235,framing_binario,1
Juntos lograremos lo imposible con esperanza #231,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #5",logos,2
Juntos lograremos lo imposible con esperanza #82,retorica_vacia,3
"No le crean, es un ignorante sin estudios #244",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #67",logos,2
Juntos lograremos lo imposible con esperanza #126,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #63",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #187",logos,2
"No le crean, es un ignorante sin estudios #190",ad_hominem,0
Juntos lograremos lo imposible con esperanza #33,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #200",logos,2
Ellos siempre han estado en contra del pueblo #226,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #182",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #11",logos,2
"No le crean, es un ignorante sin estudios #59",ad_hominem,0
Ellos siempre han estado en contra del pueblo #225,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #61",logos,2
Juntos lograremos lo imposible con esperanza #107,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #248",logos,2
Ellos siempre han estado en contra del pueblo #3,framing_binario,1
"No le crean, es un ignorante sin estudios #22",ad_hominem,0
Ellos siempre han estado en contra del pueblo #64,framing_binario,1
Ellos siempre han estado en contra del pueblo #210,framing_binario,1
"No le crean, es un ignorante sin estudios #161",ad_hominem,0
Ellos siempre han estado en contra del pueblo #27,framing_binario,1
Juntos lograremos lo imposible con esperanza #206,retorica_vacia,3
"No le crean, es un ignorante sin estudios #192",ad_hominem,0
Ellos siempre han estado en contra del pueblo #136,framing_binario,1
Juntos lograremos lo imposible con esperanza #56,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #164,framing_binario,1
Ellos siempre han estado en contra del pueblo #242,framing_binario,1
Ellos siempre han estado en contra del pueblo #94,framing_binario,1
Juntos lograremos lo imposible con esperanza #20,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #59,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #162",logos,2
"No le crean, es un ignorante sin estudios #131",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #164",logos,2
Juntos lograremos lo imposible con esperanza #122,retorica_vacia,3
"No le crean, es un ignorante sin estudios #100",ad_hominem,0
Ellos siempre han estado en contra del pueblo #123,framing_binario,1
"No le crean, es un ignorante sin estudios #88",ad_hominem,0
Ellos siempre han estado en contra del pueblo #209,framing_binario,1
Ellos siempre han estado en contra del pueblo #81,framing_binario,1
"No le crean, es un ignorante sin estudios #215",ad_hominem,0
Ellos siempre han estado en contra del pueblo #217,framing_binario,1
"No le crean, es un ignorante sin estudios #122",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #115",logos,2
"No le crean, es un ignorante sin estudios #21",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #201",logos,2
"No le crean, es un ignorante sin estudios #72",ad_hominem,0
"No le crean, es un ignorante sin estudios #107",ad_hominem,0
Ellos siempre han estado en contra del pueblo #21,framing_binario,1
Juntos lograremos lo imposible con esperanza #111,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #186,framing_binario,1
"No le crean, es un ignorante sin estudios #103",ad_hominem,0
